NIT;ID_CLIENTE_ONYX;NOMBRE_CLIENTE;ID_ATENCION_ONYX;ATENCION;PRIORIDAD_ATENCION;ESTADO_ATENCION;ORIGEN_ATENCION;DESCRIPCION;RESUMEN;RESOLUCION_1;RESOLUCION_2;RESOLUCION_3;RESOLUCION_4;USUARIO_INSERTADO;GRUPO_INSERTADO;USUARIO_ASIGNADO;GRUPO_ASIGNADO;USUARIO_SOLUCION;GRUPO_SOLUCION;USUARIO_CERRADO;GRUPO_CERRADO;ID_ENLACE;SERVICIO;PRODUCTO;FAMILIA;FECHA_CREACION;FECHA_INGRESO_ESTADO;DT_AJUSTADO;MAYOR_INCIDENT;GRUPO_OBJETIVO;SEGMENTO;CIUDAD;PALABRA_CLAVE;NIT_SIN_COD_Calc;SISTEMA_Calc;Consecutivo_Calc;Clasif_Por_Servicio_Calc;Clasif_Por_Cliente_Calc;SLA_Calc;Reclasificacion_atencion_Calc;Tiempo_Horas_SLA_Calc;Cumplimiento_Calc;Nueva_Prioridad_Calc;Meta_Individual_Calc;Meta_Presidencia_Calc;Meta_IFI_Calc;3G_Calc;TMX_Minutos_Calc;TMX_Calc;Reincidencia_Calc;Recurrencia_Calc;RESPONSABILIDAD;LLAVE_GENERAL_Calc;LLAVE_Reincidencia_Calc;Reclasificacion_Reinc_Calc;FCR;Cluster_Actual_Calc;Celula_Comercial_Calc;Clasif_Por_IVR_Calc;TIPO TICKET;DT_CONCILIADO;CONTACTO DESTINO;TICKET_CARRIER;ALIAS ENLACE;FECHA_SOLUCION;TIEMPO INCIDENTE;RANGO HORA;TICKET_MAXIMO;REGIONAL;DIRECTOR;PN;G_SEGMENTO;G_Clasif_Por_IVR_Calc;NODO;Agrupacion_Especiales;Interno / Externo;VENDOR;Numero_CUN;TIPOSERVICIO;SUBTIPO
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1654999;Incident;1 - Critical;Closed;3 - Evento;RRO0131 + SW mkennedy+ PUERTO Fa7/18+ CAÖDA + BOGOTA  + a9kdorado +   RRO0131 - BOGOTA MERCAFAM KENNEDY;;incident;failure;Conectividad Limitada;Fibra - Ruptura;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;acr0130;Empresas ? Intranet;;Resolved Successfully;19/07/2022;19/07/2022;0,079444444;;;ESTRATEGICA;Tocancip ;rro0131_mkennedy_fastethernet7/18;860032909;SM;40471;Empresas;CE;4;Incidente;0,079444444;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1654999acr0130;acr0130incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;9;80827111;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos METRO
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1654877;Incident;1 - Critical;Closed;3 - Evento;RRM0062 - CALI STO 570 BARRANQUILLA -;;incident;Datos;Limite de almacenamiento excedido;Fibra - Ruptura;EC4508U;;ECF7044B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;rrm0062;Empresas ? Intranet;;Resolved Successfully;19/07/2022;19/07/2022;0,068888889;;;ESTRATEGICA;Tocancip ;RRM0062;860032909;SM;40470;Empresas;CE;4;Incidente;0,068888889;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1654877RRM0062;RRM0062incidentDatosLimite de almacenamiento excedidoFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;14,83333333;860032909-0;;;;;;INC6821197;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;MPLS TRANSACCIONAL
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1654707;Incident;1 - Critical;Closed;3 - Evento;ACR0311 + MBARRANQUI?LLA2  + Fa4/5 + CAIDA DATOS +  BARRANQUILLA LABAGUETTE;;incident;Datos;Datos o archivo da¤ados;Fibra - atenuada;ECF3856B;;ECF3856B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;acr0311;Empresas ? Intranet;;Diagnosed Successfully;18/07/2022;19/07/2022;1,866666667;;;ESTRATEGICA;Tocancip ;acr0311_a9kbqwtc_gigabitethernet0/1/0/4.1148;860032909;SM;40469;Empresas;CE;4;Incidente;1,866666667;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Cliente;IM1654707acr0311;acr0311incidentDatosDatos o archivo da¤adosFibra - atenuada;Incidente;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;12,55555556;1069713349;INC6817496;;;;;INC6817496;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1654699;Incident;1 - Critical;Closed;3 - Evento;RRC0010 + mbarranqui?lla2+ Fa5/10+ CAIDA DATOS +BARRANQUILLA OLIMPICA STO 84;;incident;failure;No Hay Navegaci¢n;Fibra - atenuada;ECF3856B;;ECF3856B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;rrc0010;Empresas ? Intranet;;Resolved Successfully;18/07/2022;18/07/2022;0,074722222;;;ESTRATEGICA;Tocancip ;rrc0010_a9kbqwtc_gigabitethernet0/1/0/3.1104;860032909;SM;40468;Empresas;CE;4;Incidente;0,074722222;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1654699rrc0010;rrc0010incidentfailureNo Hay Navegaci¢nFibra - atenuada;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,116666667;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1654604;Incident;1 - Critical;Closed;3 - Evento;RRO0473 + ZAC-ANT.BE?LLO-CP1  + GPON 1/1/2:20 + CAIDA DATOS + BELLO - EURO SUPERMERCADO NIQUIA;;incident;failure;No Hay Navegaci¢n;Instalaciones - Energ¡a;ECF3856B;;ECF3856B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;RRO0473;Empresas ? Intranet;;Diagnosed Successfully;18/07/2022;21/07/2022;0,078333333;;;ESTRATEGICA;Bello;;860032909;SM;40467;Empresas;CE;4;Incidente;0,078333333;Cumple;Prioridad 1;;;;NO;0;;No Aplica;SI;Cliente;IM1654604RRO0473;RRO0473incidentfailureNo Hay Navegaci¢nInstalaciones - Energ¡a;Cliente Energ¡a;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;68,95722222;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1654579;Incident;1 - Critical;Closed;3 - Evento;ACR0241 + MBARRANQUI?LLA + FA4/37 + CAIDA DATOS + BARRANQUILLA +  SAO 31 HIPODROMO;;incident;failure;No Hay Navegaci¢n;Fibra - atenuada;ECF3856B;;ECF3856B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;acr0241;Empresas ? Intranet;;Resolved Successfully;18/07/2022;18/07/2022;2,034722222;;;ESTRATEGICA;Tocancip ;acr0241_mbarranquilla_fastethernet4/37;860032909;SM;40466;Empresas;CE;4;Incidente;2,034722222;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1654579acr0241;acr0241incidentfailureNo Hay Navegaci¢nFibra - atenuada;Incidente;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;2;1069713349;OT1815828;;;;;INC6816952;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos METRO
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1654565;Incident;3 - Average;Closed;6 - Tel‚fono;Segmento Empresas   Cliente afectado ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;;incident;Voz;Caida Llamadas;;EC1588O;;ECM3085I;Movil EYN - Mesa de Soporte E&N;ECM8594N;Movil EYN - Mesa de Soporte E&N;Cristhiam Duque Madronero;Movil EYN - Mesa de Soporte E&N;default;MOVIL - SERVICIO GENERICO;;Resolved Successfully;18/07/2022;25/07/2022;3,243888889;;;ESTRATEGICA;;Servicio Movil_Generico;860032909;SM;40465;Empresas;CE;0;Incidente;3,243888889;Cumple;Prioridad 3;;;;NO;0;;No Aplica;SI;Claro;IM1654565default;defaultincidentVozCaida Llamadas;Error Proceso;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;69,60916667;860032909;;;;;;;;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;;NO AVAL;Externo;;No Tiene;;Default Generic
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1654317;Incident;1 - Critical;Closed;3 - Evento;"RRO0305  + SW ZAC-BAR.CU?MBRE-CP1 + PUERTO 	1/2/6:26 + CAÖDA + BARRANQUILLA+ a9kbqwtc + RRO0305 - BARRANQUILLA SAO 093 BACKUP";;incident;failure;Conectividad Limitada;Fibra - Ruptura;ECF7044B;;ECF3856B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;rro0305;Empresas ? Intranet;;Resolved Successfully;18/07/2022;18/07/2022;0,218333333;;;ESTRATEGICA;Barranquilla;rro0305_zac-bar.cumbre-cp1_gpon-onu_1/2/6:26;860032909;SM;40464;Empresas;CE;4;Incidente;0,218333333;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1654317rro0305;rro0305incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;4,833333333;1069713349;;;;;;INC6815178;R1. COSTA;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1654284;Incident;1 - Critical;Closed;3 - Evento;RRM0087  + SW ACCESO + PUERTO ACCESO + FALLA + CIUDAD + a9kbqwtc + RRM0087 - BARRANQUILLA STO 46 SAN JOSE;;incident;failure;Conectividad Limitada;Fibra - atenuada;ECF7044B;;ECF3856B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;rrm0087;Empresas ? Intranet;;Resolved Successfully;18/07/2022;20/07/2022;0,199166667;;;ESTRATEGICA;Tocancip ;rrm0087_mbqcentro_fastethernet1/23;860032909;SM;40463;Empresas;CE;4;Incidente;0,199166667;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1654284rrm0087;rrm0087incidentfailureConectividad LimitadaFibra - atenuada;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;31,5;1069713349;;;;;;INC6815040;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos METRO
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1654199;Incident;1 - Critical;Closed;3 - Evento;CRT0049 + HAC-SIN.SI?NCELEJO-CP?2  +  0/10/11  + Ca¡da + SINCELEJO+ CISCO + CRT0049 - SINCELEJO RED ADMINISTRATIVA;;incident;failure;Conectividad Limitada;Hardware - Da¤ado (Cliente);ECF7044B;;ECF3856B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;rrm0005;Empresas ? Intranet;;Resolved Successfully;18/07/2022;18/07/2022;2,9225;;;ESTRATEGICA;Tocancip ;crt0049_a1ksincelejo_gigabitethernet0/0/2.125;860032909;SM;40462;Empresas;CE;4;Incidente;2,9225;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Cliente;IM1654199rrm0005;rrm0005incidentfailureConectividad LimitadaHardware - Da¤ado (Cliente);Incidente;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;1;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1654139;Incident;1 - Critical;Closed;3 - Evento;RRM0036 + SW MDUITAMA + PUERTO Fa1/0/17 + CAÖDA + DUITAMA + A9KARANDA +  RRM0036 - DUITAMA AUTO PARAÖSO CREDIBANCO S.A. -;;incident;failure;Conectividad Limitada;Fibra - atenuada;ECF7044B;;ECF3856B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;rro0286;Empresas ? Intranet;;Resolved Successfully;18/07/2022;18/07/2022;0,027777778;;;ESTRATEGICA;Duitama;rrm0036_a9karanda_gigabitethernet0/0/1/3.155;860032909;SM;40461;Empresas;CE;4;Incidente;0,027777778;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1654139rro0286;rro0286incidentfailureConectividad LimitadaFibra - atenuada;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;1;1069713349;;;;;;;R5. ORIENTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1654139;Incident;1 - Critical;Closed;3 - Evento;RRM0036 + SW MDUITAMA + PUERTO Fa1/0/17 + CAÖDA + DUITAMA + A9KARANDA +  RRM0036 - DUITAMA AUTO PARAÖSO CREDIBANCO S.A. -;;incident;failure;Conectividad Limitada;Fibra - atenuada;ECF7044B;;ECF3856B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;rro0323;Empresas ? Intranet;;Resolved Successfully;18/07/2022;18/07/2022;0,027777778;;;ESTRATEGICA;Duitama;rrm0036_a9karanda_gigabitethernet0/0/1/3.155;860032909;SM;40460;Empresas;CE;4;Incidente;0,027777778;Cumple;Prioridad 1;;;;NO;0;;SI;SI;Claro;IM1654139rro0323;rro0323incidentfailureConectividad LimitadaFibra - atenuada;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;1;1069713349;;;;;;;R5. ORIENTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1654111;Incident;1 - Critical;Closed;3 - Evento;RRM0219 + SW MCOLTABACO + PUERTO Fa5/41+ CAÖDA+ MEDELLIN + a9ksandiego +  RRM0219 - MEDELLIN GEF GUAYAQUIL;;incident;failure;Conectividad Limitada;Instalaciones - Energ¡a;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rrm0219;Empresas ? Intranet;;Diagnosed Successfully;18/07/2022;18/07/2022;2,835555556;;;ESTRATEGICA;Tocancip ;rrm0219_mcoltabaco_fastethernet5/41;860032909;SM;40459;Empresas;CE;4;Incidente;2,835555556;Cumple;Prioridad 1;;;;NO;0;;No Aplica;SI;Cliente;IM1654111rrm0219;rrm0219incidentfailureConectividad LimitadaInstalaciones - Energ¡a;Cliente Energ¡a;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;3,265;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos METRO
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1653752;Incident;1 - Critical;Closed;3 - Evento;ACR0240 - BARRANQUILLA STO 76 OLIMPICA -;;incident;failure;Sistema No Disponible;Fibra - Ruptura;ECM5882G;;ECF3856B;EYN - NOC Clientes Especiales;ECF3856B;EYN - NOC Clientes Especiales;Nestor Osvaldo Vasquez Castro;EYN - NOC Clientes Especiales;acr0240;Empresas ? Intranet;;Resolved Successfully;18/07/2022;18/07/2022;0,149166667;;;ESTRATEGICA;Tocancip ;acr0240;860032909;SM;40458;Empresas;CE;4;Incidente;0,149166667;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1653752acr0240;acr0240incidentfailureSistema No DisponibleFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;;79204941;;;;;;INC6814700;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;MPLS TRANSACCIONAL
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1653695;Incident;1 - Critical;Closed;3 - Evento;RRO0403 - BARRANCABERMEJA TORCOROMA -;;incident;failure;Sistema No Disponible;Instalaciones - Energ¡a;ECM5882G;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rro0403;Empresas ? Intranet;;Diagnosed Successfully;18/07/2022;18/07/2022;0,006666667;;;ESTRATEGICA;Barrancabermeja;rro0403;860032909;SM;40457;Empresas;CE;4;Incidente;0,006666667;Cumple;Prioridad 1;;;;NO;0;;No Aplica;SI;Cliente;IM1653695rro0403;rro0403incidentfailureSistema No DisponibleInstalaciones - Energ¡a;Cliente Energ¡a;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;2,999722222;7691963;;;;;;;R5. ORIENTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;MPLS TRANSACCIONAL
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1652902;Incident;1 - Critical;Closed;3 - Evento;RRM0215 - BARRANQUILLA SAO 043 MIRAMAR;;incident;failure;No Hay Navegaci¢n;Instalaciones - Energ¡a;ECM5882G;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;RRM0215;Empresas ? Extranet;;Diagnosed Successfully;16/07/2022;18/07/2022;0,015277778;;;ESTRATEGICA;Tocancip ;RRM0215;860032909;SM;40453;Empresas;CE;4;Incidente;0,015277778;Cumple;Prioridad 1;;;;NO;0;;No Aplica;NO;Cliente;IM1652902RRM0215;RRM0215incidentfailureNo Hay Navegaci¢nInstalaciones - Energ¡a;Cliente Energ¡a;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;8,760555556;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;IP DATA EXTRANET DOMESTIC
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1652655;Incident;1 - Critical;Closed;3 - Evento;ACR0409 + ZAC-BAR.SENA-CP1 +GPON 1/1/8:3 + CAÖDA + A9KBQWTC + BARRANQUILLA HOMECENTER CALLE 30 PPAL;;incident;failure;Conectividad Limitada;Fibra - atenuada;ECF7044B;;ECF3856B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;acr0409;Empresas ? Intranet;;Resolved Successfully;16/07/2022;19/07/2022;0,464722222;;;ESTRATEGICA;Tocancip ;acr0409_zac-bar.sena-cp1_gpon-onu_1/2/8:3;860032909;SM;40452;Empresas;CE;4;Incidente;0,464722222;Cumple;Prioridad 1;;;;NO;0;;SI;SI;Claro;IM1652655acr0409;acr0409incidentfailureConectividad LimitadaFibra - atenuada;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;70,27027778;1069713349;;;;;;INC6804964;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1652232;Incident;1 - Critical;Closed;3 - Evento;ACR0408 + HAC-BAQ.BQ?CENTRO-CP1 + 0/1/4:19 + CAIDA DATOS+BARRANQUILLA HOMECENTER CLL 30 BACKU;;incident;failure;Conectividad Limitada;Fibra - Ruptura;EC7297S;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;acr0408;Empresas ? Intranet;;Resolved Successfully;16/07/2022;18/07/2022;0,044166667;;;ESTRATEGICA;Tocancip ;acr0408;860032909;SM;40451;Empresas;CE;4;Incidente;0,044166667;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1652232acr0408;acr0408incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;4,304166667;1069713349;;;;;;INC6803041;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;MPLS INTRANET LOCAL
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1652219;Incident;1 - Critical;Closed;3 - Evento;ACR0242 - CARTAGENA STO 107 PIE DE LA POPA -;;incident;failure;Conectividad Limitada;Fibra - Ruptura;EC7297S;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;acr0242;Empresas ? Extranet;;Resolved Successfully;16/07/2022;18/07/2022;0,060555556;;;ESTRATEGICA;Tocancip ;acr0242_bosque_gigabitethernet0/0/4.492;860032909;SM;40450;Empresas;CE;4;Incidente;0,060555556;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1652219acr0242;acr0242incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;4,968888889;1069713349;;;;;;INC6803108;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1650513;Incident;1 - Critical;Closed;3 - Evento;RRO0269 - BUCARAMANGA PANORAMA CENTRO;;incident;failure;Conectividad Limitada;fibra - patchcord/pigtail;ECF4534C;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rro0269;Empresas ? Extranet;;Diagnosed Successfully;14/07/2022;15/07/2022;0,050833333;;;ESTRATEGICA;Bucaramanga;rro0269_zac-buc.parauco-cp1_gei_1/12/11;860032909;SM;40448;Empresas;CE;4;Incidente;0,050833333;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Cliente;IM1650513rro0269;rro0269incidentfailureConectividad Limitadafibra - patchcord/pigtail;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;19,07416667;860032909-0;;;;;;INC6793827;R5. ORIENTE;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1649781;Incident;1 - Critical;Closed;3 - Evento;ACR0413 - ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO - CAIDA DE ENLACE;;incident;failure;Conectividad Limitada;Fibra - Ruptura;EC0476F;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;acr0413;Empresas ? Extranet;;Resolved Successfully;14/07/2022;14/07/2022;0,0325;;;ESTRATEGICA;Barranquilla;acr0413;860032909;SM;40447;Empresas;CE;4;Incidente;0,0325;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1649781acr0413;acr0413incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;4,141944444;1069713349;;;;;;INC6789133;R1. COSTA;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;MPLS EXTRANET DOCMESTIC
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1649711;Incident;1 - Critical;Closed;3 - Evento;RRM0062 - CALI STO 570 BARRANQUILLA;;incident;failure;Conectividad Limitada;Fibra - Ruptura;EC0476F;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;rrm0062;Empresas ? Intranet;;Resolved Successfully;14/07/2022;14/07/2022;0,018055556;;;ESTRATEGICA;Tocancip ;rrm0062;860032909;SM;40446;Empresas;CE;4;Incidente;0,018055556;Cumple;Prioridad 1;;;;NO;0;;SI;SI;Claro;IM1649711rrm0062;rrm0062incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;13,60611111;1069713349;;;;;;INC6789915;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;MPLS TRANSACCIONAL
